name,year,fall,mass,reclat,reclong
Kharkov,1787.0,Fell,1500.0,50.625,35.075
Kheragur,1860.0,Fell,450.0,26.95,77.88333
Khetri,1867.0,Fell,100.0,28.01667,75.81667
Khmelevka,1929.0,Fell,6109.0,56.75,75.33333
Khohar,1910.0,Fell,9700.0,25.1,81.53333
Khor Temiki,1932.0,Fell,3200.0,16.0,36.0
Kidairat,1983.0,Fell,100000.0,14.0,28.0
Kiel,1962.0,Fell,737.6,54.4,10.15
Kiffa,1970.0,Fell,1500.0,16.58333,-11.33333
Kijima (1906),1906.0,Fell,331.0,36.85,138.38333
Kikino,1809.0,Fell,195.0,55.0,34.0
Kilabo,2002.0,Fell,19000.0,12.76667,9.8
Kilbourn,1911.0,Fell,772.0,43.58333,-89.6
Killeter,1844.0,Fell,140.0,54.66667,-7.66667
Kingai,1967.0,Fell,67.4,11.63333,24.68333
Kirbyville,1906.0,Fell,97.7,30.75,-95.95
Kisvarsány,1914.0,Fell,1550.0,48.16667,22.30833
Kitchener,1998.0,Fell,202.6,43.38333,-80.38333
Klein-Wenden,1843.0,Fell,3250.0,51.6,10.8
Knyahinya,1866.0,Fell,500000.0,48.9,22.4
Kobe,1999.0,Fell,136.0,34.73333,135.16667
Kokubunji,1986.0,Fell,11510.0,34.3,133.95
Komagome,1926.0,Fell,238.0,35.73333,139.75
Konovo,1931.0,Fell,90.0,42.51667,26.16667
Košice,2010.0,Fell,4300.0,48.76367,21.17633
Krähenberg,1869.0,Fell,16500.0,49.32694,7.46472
Krasnoi-Ugol,1829.0,Fell,2440.0,54.03333,40.9
Krasnyi Klyuch,1946.0,Fell,4000.0,54.33333,56.08333
Krutikha,1906.0,Fell,845.2,56.8,77.0
Krymka,1946.0,Fell,50000.0,47.83333,30.76667
Kukschin,1938.0,Fell,2250.0,51.15,31.7
Kulak,1961.0,Fell,453.6,30.73111,66.80222
Kuleschovka,1811.0,Fell,6000.0,50.75,33.5
Kulp,1906.0,Fell,3719.0,41.11667,45.0
Kunashak,1949.0,Fell,200000.0,55.78333,61.36667
Kunya-Urgench,1998.0,Fell,1100000.0,42.25,59.2
Kushiike,1920.0,Fell,4460.0,37.05,138.38333
Kusiali,1860.0,Fell,5.0,29.68333,78.38333
Kutais,1977.0,Fell,23.0,44.51667,39.3
Kuttippuram,1914.0,Fell,45000.0,10.83333,76.03333
Kuznetzovo,1932.0,Fell,4047.0,55.2,75.33333
Kyushu,1886.0,Fell,45000.0,32.03333,130.63333
La Bécasse,1879.0,Fell,2800.0,47.08333,1.75
La Charca,1878.0,Fell,399.0,20.66667,-101.28333
La Colina,1924.0,Fell,2000.0,-37.33333,-61.53333
La Criolla,1985.0,Fell,45000.0,-31.23333,-58.16667
Laborel,1871.0,Fell,3833.0,44.28333,5.58333
Lahrauli,1955.0,Fell,900.0,26.78333,82.71667
L'Aigle,1803.0,Fell,37000.0,48.76667,0.63333
Lakangaon,1910.0,Fell,212.5,21.86667,76.03333
Lalitpur,1887.0,Fell,372.0,24.45,78.56667
Lancé,1872.0,Fell,51700.0,47.7,1.06667
Lancon,1897.0,Fell,7000.0,43.75,5.11667
Långhalsen,1947.0,Fell,2300.0,58.85,16.73333
Lanxi,1986.0,Fell,1282.0,46.24167,126.19611
Lanzenkirchen,1925.0,Fell,7000.0,47.75,16.23333
Laochenzhen,1987.0,Fell,14250.0,33.13333,115.16667
Launton,1830.0,Fell,1060.0,51.9,-1.11667
Lavrentievka,1938.0,Fell,800.0,52.45,51.56667
Le Pressoir,1845.0,Fell,3000.0,47.16667,0.43333
Le Teilleul,1845.0,Fell,780.0,48.53333,-0.86667
Leedey,1943.0,Fell,51500.0,35.88333,-99.33333
Leeuwfontein,1912.0,Fell,460.0,-25.66667,28.36667
Leighlinbridge,1999.0,Fell,271.4,52.66667,-6.96667
Leighton,1907.0,Fell,877.0,34.58333,-87.5
Leonovka,1900.0,Fell,700.0,52.26667,32.85
Les Ormes,1857.0,Fell,125.0,48.35,3.25
Lesves,1896.0,Fell,2000.0,50.36667,4.73333
Lichtenberg,1973.0,Fell,4000.0,-26.15,26.18333
Lillaverke,1930.0,Fell,6862.0,56.65,15.86667
Limerick,1813.0,Fell,50000.0,52.56667,-8.78333
Linum,1854.0,Fell,1862.0,52.75,12.9
Lishui,1978.0,Fell,498.0,31.63333,118.98333
Lissa,1808.0,Fell,12800.0,50.2,14.85
Little Piney,1839.0,Fell,491.0,37.91667,-92.08333
Lixna,1820.0,Fell,5213.0,56.0,26.43333
Lodran,1868.0,Fell,1000.0,29.53333,71.8
Lohawat,1994.0,Fell,40000.0,26.96556,72.62667
Lorton,2010.0,Fell,329.7,38.70066,-77.21163
Los Martinez,1894.0,Fell,25.0,38.0,-0.83333
Lost City,1970.0,Fell,17000.0,36.00833,-95.15
Louisville,1977.0,Fell,1300.0,38.25,-85.75
Łowicz,1935.0,Fell,59000.0,52.0,19.91667
Lua,1926.0,Fell,9241.0,24.95,75.15
Lucé,1768.0,Fell,3500.0,47.85,0.48333
Lumpkin,1869.0,Fell,340.0,32.03333,-84.76667
Lunan,1980.0,Fell,2520.0,24.8,103.3
Lundsgård,1889.0,Fell,11000.0,56.21667,13.03333
Luotolax,1813.0,Fell,885.0,61.2,27.7
Luponnas,1753.0,Fell,14000.0,46.21667,5.0
Lusaka,1951.0,Fell,,-7.21667,29.43333
Mabwe-Khoywa,1937.0,Fell,540.0,19.0,97.0
Macau,1836.0,Fell,1500.0,-5.2,-36.66667
Machinga,1981.0,Fell,93200.0,-15.21222,35.24222
Macibini,1936.0,Fell,1995.0,-28.83333,31.95
Madhipura,1950.0,Fell,1000.0,25.91667,86.36667
Madiun,1935.0,Fell,400.0,-7.75,111.53333
Madrid,1896.0,Fell,400.0,40.41667,-3.71667
Mafra,1941.0,Fell,600.0,-26.16667,-49.93333
Magnesia,1899.0,Fell,5000.0,37.86667,27.51667
Magombedze,1990.0,Fell,666.6,-19.48333,31.65
Mahadevpur,2007.0,Fell,70500.0,27.66667,95.78333
Maigatari-Danduma,2004.0,Fell,4629.0,12.83333,9.38333
Malaga,1933.0,Fell,150.0,32.21667,-104.0
Malakal,1970.0,Fell,2000.0,9.5,31.75
Malampaka,1930.0,Fell,470.0,-3.13333,33.51667
Malotas,1931.0,Fell,,-28.93333,-63.23333
Malvern,1933.0,Fell,807.0,-29.45,26.76667
Mamra Springs,1927.0,Fell,1000.0,45.21667,62.08333
Manbhoom,1863.0,Fell,1700.0,23.05,86.7
Manegaon,1843.0,Fell,50.0,20.96667,76.1
Mangwendi,1934.0,Fell,22300.0,-17.65,31.6
Manych,1951.0,Fell,3555.0,45.81667,44.63333
Mardan,1948.0,Fell,4500.0,34.23333,72.08333
Maria Linden,1925.0,Fell,114.0,,
Mariaville,1898.0,Fell,340.0,42.71667,-99.38333
Maribo,2009.0,Fell,25.81,54.76183,11.46745
Maridi,1941.0,Fell,3200.0,4.66667,29.25
Marilia,1971.0,Fell,2500.0,-22.25,-49.93333
Marion (Iowa),1847.0,Fell,28400.0,41.9,-91.6
Marjalahti,1902.0,Fell,45000.0,61.5,30.5
Marmande,1848.0,Fell,3000.0,44.5,0.15
Maromandia,2002.0,Fell,6000.0,-14.2,48.1
Maryville,1983.0,Fell,1443.0,35.8,-84.1
Mascombes,1836.0,Fell,1000.0,45.36667,1.86667
Mason Gully,2010.0,Fell,24.54,0.0,0.0
Mässing,1803.0,Fell,1600.0,48.13333,12.61667
Mauerkirchen,1768.0,Fell,19000.0,48.18333,13.13333
Mauritius,1801.0,Fell,220.0,-20.0,57.0
Mayo Belwa,1974.0,Fell,4850.0,8.96667,12.08333
Mazapil,1885.0,Fell,4000.0,24.68333,-101.68333
Maziba,1942.0,Fell,4975.0,-1.21667,30.0
Mbale,1992.0,Fell,150000.0,1.06667,34.16667
Medanitos,1953.0,Fell,31.0,-27.25,-67.5
Meerut,1861.0,Fell,22.0,29.01667,77.8
Meester-Cornelis,1915.0,Fell,24750.0,-6.23333,106.88333
Menow,1862.0,Fell,10500.0,53.18333,13.15
Menziswyl,1903.0,Fell,28.9,46.81867,7.21817
Mern,1878.0,Fell,4000.0,55.05,12.06667
Meru,1945.0,Fell,6000.0,0.0,37.66667
Merua,1920.0,Fell,71400.0,25.48333,81.98333
Messina,1955.0,Fell,2405.0,38.18333,15.56667
Meuselbach,1897.0,Fell,870.0,50.58333,11.1
Mezel,1949.0,Fell,1300.0,45.76667,3.25
Mezö-Madaras,1852.0,Fell,22700.0,46.5,25.73333
Mhow,1827.0,Fell,350.0,25.9,83.61667
Mianchi,1980.0,Fell,1100.0,34.8,111.7
Middlesbrough,1881.0,Fell,1600.0,54.56667,-1.16667
Mifflin,2010.0,Fell,3584.0,42.9075,-90.36556
Mighei,1889.0,Fell,8000.0,48.06667,30.96667
Mihonoseki,1992.0,Fell,6380.0,35.56833,133.22
Mike,1944.0,Fell,224.2,46.23333,17.53333
Milena,1842.0,Fell,10000.0,46.18333,16.1
Millbillillie,1960.0,Fell,330000.0,-26.45,120.36667
Miller (Arkansas),1930.0,Fell,16700.0,35.4,-92.05
Minamino,1632.0,Fell,1040.0,35.07833,136.93333
Mineo,1826.0,Fell,42.0,37.28333,14.7
Min-Fan-Zhun,1952.0,Fell,5500.0,32.33333,120.66667
Minnichhof,1905.0,Fell,550.0,47.7,16.6
Mirzapur,1910.0,Fell,8510.0,25.68333,83.25
Misshof,1890.0,Fell,5800.0,56.66667,23.0
Mjelleim,1898.0,Fell,100.7,61.73333,5.93333
Mocs,1882.0,Fell,300000.0,46.8,24.03333
Modoc (1905),1905.0,Fell,35000.0,38.5,-101.1
Mokoia,1908.0,Fell,4500.0,-39.63333,174.4
Molina,1858.0,Fell,144000.0,38.11667,-1.16667
Molteno,1953.0,Fell,150.0,-31.25,26.46667
Monahans (1998),1998.0,Fell,2587.0,31.60833,-102.85833
Monroe,1849.0,Fell,8600.0,35.25,-80.5
Monte das Fortes,1950.0,Fell,4885.0,38.01667,-8.25
Monte Milone,1846.0,Fell,3130.0,43.26667,13.35
Montferré,1923.0,Fell,149000.0,43.39056,1.9625
Montlivault,1838.0,Fell,500.0,47.63333,1.58333
Monze,1950.0,Fell,,-15.96667,27.35
Moore County,1913.0,Fell,1880.0,35.41667,-79.38333
Mooresfort,1810.0,Fell,3520.0,52.45,-8.33333
Moorleah,1930.0,Fell,8887.5,-40.975,145.6
Moradabad,1808.0,Fell,70.0,28.78333,78.83333
Morávka,2000.0,Fell,633.0,49.6,18.53333
Mornans,1875.0,Fell,1300.0,44.6,5.13333
Moss,2006.0,Fell,3763.0,59.43333,10.7
Moti-ka-nagla,1868.0,Fell,1500.0,26.83333,77.33333
Motta di Conti,1868.0,Fell,9150.0,45.2,8.5
Mount Browne,1902.0,Fell,11300.0,-29.8,141.7
Mount Tazerzait,1991.0,Fell,110000.0,18.7,4.8
Mount Vaisi,1637.0,Fell,17000.0,44.08333,6.86667
Mtola,1944.0,Fell,1100.0,-11.5,33.5
Muddoor,1865.0,Fell,4400.0,12.63333,77.01667
Mulletiwu,1795.0,Fell,25.5,9.33333,80.83333
Muraid,1924.0,Fell,4703.0,24.5,90.21667
Murchison,1969.0,Fell,100000.0,-36.61667,145.2
Murray,1950.0,Fell,12600.0,36.6,-88.1
Muzaffarpur,1964.0,Fell,1245.0,26.13333,85.53333
Myhee Caunta,1842.0,Fell,,23.05,72.63333
Nadiabondi,1956.0,Fell,8165.0,12.0,1.0
Nagai,1922.0,Fell,1810.0,38.12167,140.06167
Nagaria,1875.0,Fell,20.0,26.98333,78.21667
Nagy-Borové,1895.0,Fell,6100.0,49.16667,19.5
Nakhla,1911.0,Fell,10000.0,31.31667,30.35
Nakhon Pathom,1923.0,Fell,23200.0,13.73333,100.08333
Nammianthal,1886.0,Fell,4500.0,12.28333,79.2
Nan Yang Pao,1917.0,Fell,52900.0,35.66667,103.5
Nanjemoy,1825.0,Fell,7500.0,38.41667,-77.16667
Nantong,1984.0,Fell,529.0,32.11667,121.8
Naoki,1928.0,Fell,17000.0,19.25,77.0
Naragh,1974.0,Fell,2700.0,33.75,51.5
Narellan,1928.0,Fell,367.5,-34.05,150.68889
Narni,920.0,Fell,,42.51667,12.51667
Nassirah,1936.0,Fell,347.0,-21.73333,165.9
Natal,1973.0,Fell,1.4,,
Nawapali,1890.0,Fell,105.0,21.25,83.66667
Neagari,1995.0,Fell,420.0,36.44917,136.46528
Nedagolla,1870.0,Fell,4500.0,18.68333,83.48333
Nejo,1970.0,Fell,2450.0,9.5,35.33333
Nerft,1864.0,Fell,10250.0,56.5,21.5
Neuschwanstein,2002.0,Fell,6189.0,47.525,10.80833
New Concord,1860.0,Fell,230000.0,40.0,-81.76667
New Halfa,1994.0,Fell,12000.0,15.36667,35.68333
New Orleans,2003.0,Fell,19256.0,29.94718,-90.10976
Ngawi,1883.0,Fell,1393.0,-7.45,111.41667
N'Goureyma,1900.0,Fell,37500.0,13.85,-4.38333
Nicorps,1750.0,Fell,,49.03333,-1.43333
Niger (L6),1967.0,Fell,3.3,,
Niger (LL6),1967.0,Fell,3.3,,
Nikolaevka,1935.0,Fell,3996.0,52.45,78.63333
Nikolskoe,1954.0,Fell,6000.0,56.11667,37.33333
Ningbo,1975.0,Fell,14250.0,29.86667,121.48333
Ningqiang,1983.0,Fell,4610.0,32.925,105.90667
Nio,1897.0,Fell,467.0,34.2,131.56667
N'Kandhla,1912.0,Fell,17200.0,-28.56667,30.7
Nobleborough,1823.0,Fell,2300.0,44.08333,-69.48333
Noblesville,1991.0,Fell,483.7,40.08528,-86.055
Nogata,860.0,Fell,472.0,33.725,130.75
Nogoya,1879.0,Fell,4000.0,-32.36667,-59.83333
Norfork,1918.0,Fell,1050.0,36.21667,-92.26667
Norton County,1948.0,Fell,1100000.0,39.68333,-99.86667
Noventa Vicentina,1971.0,Fell,177.0,45.29167,11.52722
Novo-Urei,1886.0,Fell,1900.0,54.81667,46.0
Novy-Ergi,1662.0,Fell,,58.55,31.33333
Novy-Projekt,1908.0,Fell,1001.0,56.0,22.0
Noyan-Bogdo,1933.0,Fell,250.0,42.91667,102.46667
Nuevo Mercurio,1978.0,Fell,50000.0,24.3,-102.13333
Nulles,1851.0,Fell,5000.0,41.63333,0.75
Numakai,1925.0,Fell,363.0,43.33333,141.86667
Nyaung,1939.0,Fell,737.6,21.20833,94.91667
Nyirábrany,1914.0,Fell,1100.0,47.55,22.025
Ochansk,1887.0,Fell,500000.0,57.78333,55.26667
Oesede,1927.0,Fell,1400.0,52.28333,8.05
Oesel,1855.0,Fell,6000.0,58.5,23.0
Ofehértó,1900.0,Fell,3750.0,47.88333,22.03333
Ogi,1741.0,Fell,14360.0,33.28333,130.2
Ohaba,1857.0,Fell,16250.0,46.06667,23.58333
Ohuma,1963.0,Fell,7700.0,6.75,8.5
Ojuelos Altos,1926.0,Fell,5850.0,38.18333,-5.4
Okabe,1958.0,Fell,194.0,36.18333,139.21667
Okano,1904.0,Fell,4742.0,35.08333,135.2
Okniny,1834.0,Fell,12000.0,50.83333,25.5
Oldenburg (1930),1930.0,Fell,16570.0,52.95,8.16667
Oliva-Gandia,1519.0,Fell,,39.0,-0.03333
Olivenza,1924.0,Fell,150000.0,38.71667,-7.06667
Olmedilla de Alarcón,1929.0,Fell,40000.0,39.56667,-2.1
Omolon,1981.0,Fell,250000.0,64.02,161.80833
Orgueil,1864.0,Fell,14000.0,43.88333,1.38333
Orlando,2004.0,Fell,180.0,28.5475,-81.36222
Ornans,1868.0,Fell,6000.0,47.11667,6.15
Ortenau,1671.0,Fell,4500.0,48.5,8.0
Orvinio,1872.0,Fell,3400.0,42.13333,12.93333
Oterøy,1928.0,Fell,246.0,58.88333,9.4
Otomi,1867.0,Fell,6510.0,38.4,140.35
Ottawa,1896.0,Fell,840.0,38.6,-95.21667
Ouadangou,2003.0,Fell,4440.0,12.9,0.08
Oued el Hadjar,1986.0,Fell,1215.5,30.18,-6.57717
Oum Dreyga,2003.0,Fell,17000.0,24.3,-13.1
Ourique,1998.0,Fell,20000.0,37.60833,-8.28
Ovambo,1900.0,Fell,121.5,-18.0,16.0
Oviedo,1856.0,Fell,205.0,43.4,-5.86667
Owrucz,1775.0,Fell,,51.33333,28.83333
Pacula,1881.0,Fell,3400.0,21.05,-99.3
Padvarninkai,1929.0,Fell,3858.0,55.66667,25.0
Paitan,1910.0,Fell,515.0,17.74333,120.45583
Palahatchie,1910.0,Fell,,32.31667,-89.71667
Palca de Aparzo,1988.0,Fell,1430.0,-23.11667,-65.1
Palinshih,1914.0,Fell,18000.0,43.48333,118.61667
Palmyra,1926.0,Fell,135.0,39.8,-91.5
Palolo Valley,1949.0,Fell,682.0,21.3,-157.78333
Pampanga,1859.0,Fell,10500.0,15.08333,120.7
Pantar,1938.0,Fell,2130.0,8.06667,124.28333
Paragould,1930.0,Fell,408000.0,36.06667,-90.5
Parambu,1967.0,Fell,2000.0,-6.23333,-40.7
Paranaiba,1956.0,Fell,100000.0,-19.13333,-51.66667
Park Forest,2003.0,Fell,18000.0,41.48472,-87.67917
Parnallee,1857.0,Fell,77600.0,9.23333,78.35
Parsa,1942.0,Fell,800.0,26.2,85.4
Pasamonte,1933.0,Fell,5100.0,36.21667,-103.4
Patora,1969.0,Fell,4375.0,20.93694,82.05
Patrimonio,1950.0,Fell,2121.0,-19.53333,-48.56667
Patti,1922.0,Fell,12.0,38.13333,14.96667
Patwar,1935.0,Fell,37350.0,23.15,91.18333
Pavel,1966.0,Fell,2968.0,43.46667,25.51667
Pavlodar (stone),1938.0,Fell,142.5,52.3,77.03333
Pavlograd,1826.0,Fell,40000.0,48.53333,35.98333
Pavlovka,1882.0,Fell,2000.0,52.03333,43.0
Pê,1989.0,Fell,,11.33367,-3.54217
Peace River,1963.0,Fell,45760.0,56.13333,-117.93333
Peckelsheim,1953.0,Fell,117.8,51.66667,9.25
Peekskill,1992.0,Fell,12570.0,41.28333,-73.91667
Peña Blanca Spring,1946.0,Fell,70000.0,30.125,-103.11667
Peramiho,1899.0,Fell,165.0,-10.66667,35.5
Perpeti,1935.0,Fell,23474.0,23.325,91.0
Perth,1830.0,Fell,2.0,56.4,-3.43333
Pervomaisky,1933.0,Fell,66000.0,56.63333,39.43333
Pesyanoe,1933.0,Fell,3393.0,55.5,66.08333
Pétèlkolé,1995.0,Fell,189.0,14.052,0.42
Petersburg,1855.0,Fell,1800.0,35.3,-86.63333
Pettiswood,1779.0,Fell,,53.53333,-7.33333
Phillips County (stone),1901.0,Fell,57900.0,40.0,-99.25
Phu Hong,1887.0,Fell,500.0,11.25,108.58333
Phum Sambo,1933.0,Fell,7800.0,12.0,105.48333
Phuoc-Binh,1941.0,Fell,11000.0,15.71667,108.1
Piancaldoli,1968.0,Fell,13.1,44.24417,11.50222
Picote,1843.0,Fell,,41.36667,-6.23333
Pillistfer,1863.0,Fell,23250.0,58.66667,25.73333
Piplia Kalan,1996.0,Fell,42000.0,26.03472,73.94167
Piquetberg,1881.0,Fell,37.0,-32.86667,18.71667
Pirgunje,1882.0,Fell,842.0,25.8,88.45
Pirthalla,1884.0,Fell,1161.0,29.58333,76.0
Pitts,1921.0,Fell,3760.0,31.95,-83.51667
Plantersville,1930.0,Fell,2085.0,30.7,-96.11667
Pleşcoi,2008.0,Fell,6913.0,45.275,26.70972
Ploschkovitz,1723.0,Fell,39.0,50.53333,14.11667
Pnompehn,1868.0,Fell,96.0,11.58333,104.91667
Pohlitz,1819.0,Fell,3000.0,50.93333,12.13333
Pokhra,1866.0,Fell,350.0,26.71667,82.66667
Pollen,1942.0,Fell,253.6,66.34833,14.015
Pontlyfni,1931.0,Fell,157.0,53.03639,-4.31944
Portales Valley,1998.0,Fell,71400.0,34.175,-103.295
Portugal,1796.0,Fell,4500.0,38.5,-8.0
Po-wang Chen,1933.0,Fell,665.0,31.41667,118.5
Prambachkirchen,1932.0,Fell,2125.0,48.3025,13.94083
Pribram,1959.0,Fell,5555.0,49.66667,14.03333
Pricetown,1893.0,Fell,900.0,39.11667,-83.85
Puerto Lápice,2007.0,Fell,500.0,39.35,-3.51667
Pulsora,1863.0,Fell,560.0,23.36667,75.18333
Pultusk,1868.0,Fell,250000.0,52.76667,21.26667
Punganaru,1811.0,Fell,100.0,13.33333,78.95
Putinga,1937.0,Fell,300000.0,-29.03333,-53.05
Qidong,1982.0,Fell,1275.0,32.08333,121.5
Qingzhen,1976.0,Fell,2600.0,26.53333,106.46667
Queen's Mercy,1925.0,Fell,7000.0,-30.11667,28.7
Quenggouk,1857.0,Fell,6045.0,17.76667,95.18333
Quesa,1898.0,Fell,10750.0,39.0,-0.66667
Quija,1990.0,Fell,17450.0,44.61667,126.13333
Quincay,1851.0,Fell,65.0,46.6,0.25
Raco,1957.0,Fell,5000.0,-26.66667,-65.45
Raghunathpura,1986.0,Fell,10200.0,27.72528,76.465
Rahimyar Khan,1983.0,Fell,67225.0,28.225,70.2
Rakovka,1878.0,Fell,9000.0,52.98333,37.03333
Ramnagar,1940.0,Fell,3766.0,26.45,82.9
Rampurhat,1916.0,Fell,100.0,24.16667,87.76667
Ramsdorf,1958.0,Fell,4682.0,51.88333,6.93333
Ranchapur,1917.0,Fell,290.4,23.98333,87.08333
Rancho de la Presa,1899.0,Fell,300.0,19.86667,-100.81667
Rangala,1937.0,Fell,3224.5,25.38333,72.01667
Raoyang,1919.0,Fell,4910.0,38.2,115.7
Ras Tanura,1961.0,Fell,6.1,26.66667,50.15
Rasgrad,1740.0,Fell,24700.0,43.5,26.53333
Ratyn,1880.0,Fell,910.0,52.2,17.98333
Red Canyon Lake,2007.0,Fell,18.41,38.13742,-119.75812
Reliegos,1947.0,Fell,17300.0,42.475,-5.33333
Rembang,1919.0,Fell,10000.0,-6.73333,111.36667
Renazzo,1824.0,Fell,1000.0,44.76667,11.28333
Renca,1925.0,Fell,300.0,-32.75,-65.28333
Renqiu,1916.0,Fell,355.0,38.66667,116.13333
Repeev Khutor,1933.0,Fell,7000.0,48.6,45.66667
Revelstoke,1965.0,Fell,1.0,51.33333,-118.95
Rewari,1929.0,Fell,3332.0,28.2,76.66667
Rich Mountain,1903.0,Fell,668.0,35.03333,-83.03333
Richardton,1918.0,Fell,90000.0,46.88333,-102.31667
Richland Springs,1980.0,Fell,1900.0,31.25,-99.03333
Richmond,1828.0,Fell,1800.0,37.46667,-77.5
Rio Negro,1934.0,Fell,1310.0,-26.1,-49.8
Rivolta de Bassi,1490.0,Fell,103.3,45.48333,9.51667
Rochester,1876.0,Fell,340.0,41.08333,-86.28333
Rockhampton,1895.0,Fell,1641.0,-23.38333,150.51667
Roda,1871.0,Fell,400.0,42.3,0.55
Rodach,1775.0,Fell,2900.0,50.35,10.8
Rose City,1921.0,Fell,10600.0,44.51667,-83.95
Rowton,1876.0,Fell,3500.0,52.76667,-2.51667
Ruhobobo,1976.0,Fell,465.5,-1.45,29.83333
Rumuruti,1934.0,Fell,67.0,0.26667,36.53333
Rupota,1949.0,Fell,6000.0,-10.26667,38.76667
Ryechki,1914.0,Fell,13000.0,51.13333,34.5
Sabetmahet,1855.0,Fell,1250.0,27.43333,82.08333
Sabrum,1999.0,Fell,478.0,23.08333,91.66667
Sagan,1636.0,Fell,,51.53333,14.88333
Saint-Sauveur,1914.0,Fell,14000.0,43.73333,1.38333
Saint-Séverin,1966.0,Fell,271000.0,45.3,0.23333
Sakauchi,1913.0,Fell,4180.0,35.66667,136.3
Salem,1981.0,Fell,61.4,44.97917,-122.96944
Salles,1798.0,Fell,9000.0,46.05,4.63333
Salzwedel,1985.0,Fell,43.0,52.75,11.05
Samelia,1921.0,Fell,2462.0,25.66667,74.86667
San Juan Capistrano,1973.0,Fell,56.0,33.48472,-117.6625
San Michele,2002.0,Fell,237.0,43.66667,13.0
San Pedro de Quiles,1956.0,Fell,282.0,-31.01667,-71.4
San Pedro Jacuaro,1968.0,Fell,460.0,19.76667,-100.65
Santa Barbara,1873.0,Fell,400.0,-29.2,-51.86667
Santa Cruz,1939.0,Fell,60.0,24.16667,-99.33333
Santa Isabel,1924.0,Fell,5500.0,-33.9,-61.7
Santa Lucia (2008),2008.0,Fell,4000.0,-31.535556,-68.489444
São Jose do Rio Preto,1962.0,Fell,927.0,-20.81,-49.38056
Saratov,1918.0,Fell,200000.0,52.55,46.55
Sasagase,1688.0,Fell,695.0,34.71667,137.78333
Sauguis,1868.0,Fell,4000.0,43.15,-0.85
Savtschenskoje,1894.0,Fell,2500.0,47.21667,29.86667
Sayama,1986.0,Fell,430.0,35.86667,139.4
Sazovice,1934.0,Fell,412.0,49.23333,17.56667
Schellin,1715.0,Fell,7000.0,53.35,15.05
Schenectady,1968.0,Fell,283.3,42.86083,-73.95028
Schönenberg,1846.0,Fell,8000.0,48.11667,10.46667
Searsmont,1871.0,Fell,5400.0,44.36667,-69.2
Sediköy,1917.0,Fell,240.0,38.3,27.13333
Segowlie,1853.0,Fell,6930.0,26.75,84.78333
Selakopi,1939.0,Fell,1590.0,-7.23333,107.33333
Seldebourak,1947.0,Fell,150.0,22.83333,4.98333
Semarkona,1940.0,Fell,691.0,22.25,79.0
Sena,1773.0,Fell,4000.0,41.71667,-0.05
Senboku,1993.0,Fell,866.0,39.43833,140.51167
Seoni,1966.0,Fell,20000.0,21.68389,79.50083
Seres,1818.0,Fell,8500.0,41.05,23.56667
Serra de Magé,1923.0,Fell,1800.0,-8.38333,-36.76667
Sete Lagoas,1908.0,Fell,350.0,-19.46667,-44.21667
Sevilla,1862.0,Fell,180.0,37.41667,-6.0
Sevrukovo,1874.0,Fell,101000.0,50.61667,36.6
Sfax,1989.0,Fell,7000.0,34.75,10.71667
Shalka,1850.0,Fell,4000.0,23.1,87.3
Sharps,1921.0,Fell,1265.0,37.83333,-76.7
Shelburne,1904.0,Fell,18600.0,44.05,-80.16667
Shergotty,1865.0,Fell,5000.0,24.55,84.83333
Sheyang,1976.0,Fell,605.0,33.65,120.06667
Shikarpur,1921.0,Fell,3679.7,25.85,87.5775
Shuangyang,1971.0,Fell,3900.0,43.5,125.66667
Shupiyan,1912.0,Fell,5000.0,33.71667,74.83333
Shytal,1863.0,Fell,3200.0,24.33333,90.16667
Siena,1794.0,Fell,3700.0,43.11667,11.6
Sikhote-Alin,1947.0,Fell,23000000.0,46.16,134.65333
Silao,1995.0,Fell,1710.0,20.93333,-101.38333
Silistra,1917.0,Fell,0.15,44.11667,27.26667
Simmern,1920.0,Fell,1222.0,49.98333,7.53333
Sinai,1916.0,Fell,1455.0,30.9,32.48333
Sindhri,1901.0,Fell,8400.0,26.21667,69.55
Sinnai,1956.0,Fell,2000.0,39.3,9.2
Sioux County,1933.0,Fell,4100.0,42.58333,-103.66667
Sitathali,1875.0,Fell,1600.0,20.91667,82.58333
Sivas,1989.0,Fell,40000.0,39.82467,36.13583
Sixiangkou,1989.0,Fell,630.0,32.43333,119.86667
Ski,1848.0,Fell,850.0,59.73333,10.86667
Slavetic,1868.0,Fell,1708.0,45.68333,15.6
Slobodka,1818.0,Fell,2750.0,55.0,35.0
Soheria,1960.0,Fell,72.9,27.13333,84.06667
Soko-Banja,1877.0,Fell,80000.0,43.66667,21.86667
Sologne,1860.0,Fell,54.0,47.36667,1.73333
Sołtmany,2011.0,Fell,1066.0,54.00883,22.005
Sone,1866.0,Fell,17100.0,35.16667,135.33333
Songyuan,1993.0,Fell,36900.0,45.25,125.0
Sopot,1927.0,Fell,958.0,44.41667,23.5
Soroti,1945.0,Fell,2050.0,1.7,33.63333
St. Caprais-de-Quinsac,1883.0,Fell,360.0,44.75,0.05
St. Christophe-la-Chartreuse,1841.0,Fell,5500.0,46.95,-1.5
St. Denis Westrem,1855.0,Fell,700.0,51.05,3.75
St. Germain-du-Pinel,1890.0,Fell,4000.0,48.01667,-1.15
